CarID,DealerID,Type,"Stock No",VIN,Year,Make,Model,Body,Trim,ModelNumber,Doors,"Vehicle Exterior Color","Vehicle Interior Color",EngineCylinders,EngineDisplacement,Transmission,Mileage,SellingPrice,"Vehicle Type",MSRP,DateInStock,Drivetrain,CityMPG,HighwayMPG,ImageList,ImageLastUpdated,WebsiteVDPURL
88,AUTO1PR,Sedan,JTDDPMAE9MJ182103,JTDDPMAE9MJ182103,2021,toyota,corolla,Sedan,,,4,WHITE,BLK,1.8,"1.8-L L-4 DOHC 16V",Manual,"15,064",26995,"Used Car",,2023-05-17,,"15,064",,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--03.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--01.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--08.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--01.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--13.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE9MJ182103/JTDDPMAE9MJ182103--01.jpg?ver=1680812686,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.06.2023/USED/%28Toyota%20-%20Corolla%",,https://auto1pr.com/car.php?id=88
92,AUTO1PR,"Pickup Truck",1FTMF1CB6MKE29897,1FTMF1CB6MKE29897,2021,ford,f-150,"Pickup Truck",,,2,WHITE,BLK,3.3,"3.3-L V-6 DOHC 24V",Automatic,"12,001",33995,"Used Car",,2023-05-17,,"12,001",,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--06.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--01.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--11.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--01.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--17.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB6MKE29897--01.jpg?ver=1680796618,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/02.28.2023/USED/%28Ford%20-%20F-150%291FTMF1CB6MKE29897/1FTMF1CB",,https://auto1pr.com/car.php?id=92
95,AUTO1PR,"Sport Utility Vehicle",5J6RW1H23ML003152,5J6RW1H23ML003152,2021,honda,cr-v,"Sport Utility Vehicle",,,4,GRC,BLK,2.4,"2.4-L L-4 DOHC 16V","Continuously Variable Transmission CVT","23,746",31995,"Used Car",,2023-05-17,,"23,746",,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--04.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--01.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--09.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--01.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--15.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H23ML003152--01.jpg?ver=1678301991,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.08.2023/USED/%28Honda%20-%20CR-V%295J6RW1H23ML003152/5J6RW1H2",,https://auto1pr.com/car.php?id=95
96,AUTO1PR,Sedan,5NPEJ4J23NH144758,5NPEJ4J23NH144758,2022,hyundai,sonata,Sedan,,,4,CHR,BLK,1.6,"1.6-L L-4 DOHC 16V",Automatic,"8,867",32995,"Used Car",,2023-05-17,,"8,867",,,,https://auto1pr.com/car.php?id=96
106,AUTO1PR,Sedan,JTND4RBE7L3079605,JTND4RBE7L3079605,2020,toyota,corolla,Sedan,,,4,GREY,BLK,2,"2.0-L L-4 DOHC 16V","Automatic/CVT w/OD",44214,23995,"Used Car",,2023-05-17,,44214,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--05.jpg?ver=1682312699,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--01.jpg?ver=1682312699,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--10.jpg?ver=1682312699,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--01.jpg?ver=1682312699,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--16.jpg?ver=1682312699,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.21.2023/USED/%28Toyota%20-%20Corolla%20Hatchback%29JTND4RBE7L3079605/JTND4RBE7L3079605--01.jpg?ver=1682312699,https://photos.dealeri",,https://auto1pr.com/car.php?id=106
107,AUTO1PR,Sedan,JTDDPMAE5NJ215048,JTDDPMAE5NJ215048,2022,toyota,corolla,Sedan,,,4,BLUE,BLK,1.8,"1.8-L L-4 DOHC 16V","Continuously Variable Transmission CVT","10,848",27995,"Used Car",,2023-05-17,,"10,848",,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--16.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--01.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--21.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--01.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--22.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%29JTDDPMAE5NJ215048/JTDDPMAE5NJ215048--01.jpg?ver=1679425530,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.21.2023/USED/%28Toyota%20-%20Corolla%",,https://auto1pr.com/car.php?id=107
111,AUTO1PR,Minivan,KNDMB5C19L6581559,KNDMB5C19L6581559,2020,kia,sedona,Minivan,,,4,GREY,BLK,3.3,"3.3-L V-6 DOHC 24V",Automatic,34239,27995,"Used Car",,2023-05-17,,34239,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--23.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--01.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--28.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--01.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--04.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C19L6581559--01.jpg?ver=1682720071,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.28.2023/USED/%28Kia%20-%20Sedona%29KNDMB5C19L6581559/KNDMB5C1",,https://auto1pr.com/car.php?id=111
116,AUTO1PR,Sedan,KMHD84LF3LU055665,KMHD84LF3LU055665,2020,hyundai,elantra,Sedan,,,4,BLUE,BLK,1.8,"1.8-L L-4 DOHC 16V",Automatic,,20995,"Used Car",,2023-05-17,,,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--32.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--01.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--05.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--01.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--11.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20ELANTRA%29KMHD84LF3LU055665/KMHD84LF3LU055665--01.jpg?ver=1678227053,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/03.07.2023/USED/%28Hyundai%20-%20E",,https://auto1pr.com/car.php?id=116
117,AUTO1PR,"Sport Utility Vehicle",1C4PJLCB9JD589182,1C4PJLCB9JD589182,2018,jeep,cherokee,"Sport Utility Vehicle",,,4,GREY,BLK,3.2,"3.2-L V-6 DOHC 24V",Automatic,"73,580",20995,"Used Car",,2023-05-17,,"73,580",,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--15.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--01.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--20.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--01.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--25.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJLCB9JD589182/1C4PJLCB9JD589182--01.jpg?ver=1684779285,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.20.2023/USED/%28jeep%20-%20cherokee%291C4PJ",,https://auto1pr.com/car.php?id=117
120,AUTO1PR,"Sport Utility Vehicle",ML32FVFJ8NHF01351,ML32FVFJ8NHF01351,2022,mitsubishi,"mirage g4","Sport Utility Vehicle",,,4,BLA,BLK,1.2,MIVEC,,,18995,"Used Car",,2023-05-17,,,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--11.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--01.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--32.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--01.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--17.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.13.2023/USED/%28Mitsubishi%20-%20Mirage%20G4%29ML32FVFJ8NHF01351/ML32FVFJ8NHF01351--01.jpg?ver=1681404269,https://photos.dealerimagepro.com/lib/auto-1-l",,https://auto1pr.com/car.php?id=120
121,AUTO1PR,"Sport Utility Vehicle",ML32FVFJ9NHF03187,ML32FVFJ9NHF03187,2022,mitsubishi,"mirage g4","Sport Utility Vehicle",,,4,GRI,BLK,1.2,MIVEC,,"63,728",19995,"Used Car",,2023-05-17,,"63,728",,,,https://auto1pr.com/car.php?id=121
122,AUTO1PR,"Pickup Truck",1C6RR7KG1MS578223,1C6RR7KG1MS578223,2021,ram,"1500 classic","Pickup Truck",,,4,WHITE,BLK,5.7,"5.7-L V-8 OHV 16V",Automatic,12215,37995,"Used Car",,2023-05-17,,12215,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--33.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--01.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--14.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--01.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--19.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/%28Ram%20-%201500%20Classic%291C6RR7KG1MS578223/1C6RR7KG1MS578223--01.jpg?ver=1682442190,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.25.2023/USED/",,https://auto1pr.com/car.php?id=122
125,AUTO1PR,Sedan,3N1CN8DV2ML817100,3N1CN8DV2ML817100,2021,nissan,versa,Sedan,,,4,BLUE,BLK,1.6,"1.6-L L-4 DOHC 16V",CVT,45149,18995,"Used Car",,2023-05-17,,45149,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--16.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--01.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--21.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--01.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--02.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML817100/3N1CN8DV2ML817100--01.jpg?ver=1682952669,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/04.29.2023/USED/%28nissan%20-%20versa%293N1CN8DV2ML8",,https://auto1pr.com/car.php?id=125
126,AUTO1PR,Sedan,3KPA24AD6ME424674,3KPA24AD6ME424674,2021,kia,rio,Sedan,,,4,BLUE,BLK,1.6,"1.6-L L-4 DOHC 16V",Automatic,8545,20995,"Used Car",,2023-05-17,,8545,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--07.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--01.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--12.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--01.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--18.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--01.jpg?ver=1684524908,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD6ME424674/3KPA24AD6ME424674--23.jpg?ver",,https://auto1pr.com/car.php?id=126
135,AUTO1PR,Sedan,3KPA24AD5NE444416,3KPA24AD5NE444416,2022,kia,rio,Sedan,,,4,RED,BLK,1.6,"1.6-L L-4 DOHC 16V",Automatic,15974,23995,"Used Car",,2023-05-17,,15974,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--06.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--01.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--11.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--01.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--17.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--01.jpg?ver=1684525246,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.19.2023/USED/%28kia%20-%20rio%293KPA24AD5NE444416/3KPA24AD5NE444416--22.jpg?ver",,https://auto1pr.com/car.php?id=135
136,AUTO1PR,"Sport Utility Vehicle",ML32FVFJ8NHF01799,ML32FVFJ8NHF01799,2022,mitsubishi,"mirage g4","Sport Utility Vehicle",,,4,WHITE,BLK,1.2,MIVEC,,15423,15995,"Used Car",,2023-05-17,,15423,,,,https://auto1pr.com/car.php?id=136
137,AUTO1PR,Sedan,3KPF24AD5NE444955,3KPF24AD5NE444955,2022,kia,forte,Sedan,,,4,BLACK,BLK,2,"2.0-L L-4 DOHC 16V",Manual,22158,25995,"Used Car",,2023-05-17,,22158,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--27.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--01.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--33.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--01.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--04.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE444955--01.jpg?ver=1684265833,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.16.2023/USED/%28kia%20-%20forte%293KPF24AD5NE444955/3KPF24AD5NE4449",,https://auto1pr.com/car.php?id=137
143,AUTO1PR,Van,3N6CM0KN0MK703166,3N6CM0KN0MK703166,2021,nissan,nv200,Van,,,,Blanco,BLK,2,"2.0-L L-4 DOHC 16V","Continuously Variable Transmission CVT",53102,31995,"Used Car",,1969-12-31,,53102,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--18.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--01.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--24.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--01.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--25.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023/USED/%28nissan%20-%20nv200%293N6CM0KN0MK703166%282%29/3N6CM0KN0MK703166--01.jpg?ver=1685620030,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/05.31.2023",,https://auto1pr.com/car.php?id=143
145,AUTO1PR,"Sport Utility Vehicle",JA4APVAU4NU018638,JA4APVAU4NU018638,2022,mitsubishi,"outlander sport","Sport Utility Vehicle",,,4,Azul,BLK,2,"2.0-L L-4 DOHC 16V",CVT,12606,25995,"Used Car",,1969-12-31,,12606,,"https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4NU018638--26.jpg?ver=1685733543,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4NU018638--01.jpg?ver=1685733543,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4NU018638--32.jpg?ver=1685733543,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4NU018638--01.jpg?ver=1685733543,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4NU018638--06.jpg?ver=1685733543,https://photos.dealerimagepro.com/lib/auto-1-llc-2544/06.02.2023/USED/%28mitsubishi%20-%20outlander%20sport%29JA4APVAU4NU018638%282%29/JA4APVAU4",,https://auto1pr.com/car.php?id=145
